ticker,source_file,sentiment,confidence,headline
AAPL,AAPL_news.csv,neutral,0.8865,The $999.99 iPhone app that did absolutely nothing sold 8 copies before Apple killed it
AAPL,AAPL_news.csv,neutral,0.6918,It's official: your Mac and iPad just got more expensive
AAPL,AAPL_news.csv,neutral,0.7584,Apple Vision Pro Just Got Even More Expensive
AAPL,AAPL_news.csv,negative,0.863,Switching from iPhone just got easier as the Nothing Phone 4a Pro just hit its lowest price ever with this anti-Prime Day deal
AAPL,AAPL_news.csv,neutral,0.9264,Apple’s 2026 OLED lineup will reportedly rely entirely on Samsung and LG
AAPL,AAPL_news.csv,positive,0.8288,iOS 27 Wallet App Gets 7 New Features
AAPL,AAPL_news.csv,positive,0.8451,Prime Day Brings Major Deals on Headphones and Speakers From Popular Brands
AAPL,AAPL_news.csv,neutral,0.4679,Apple's £3 Billion UK iCloud Case Cleared for Trial
AAPL,AAPL_news.csv,neutral,0.7747,23 Walmart Deals We Like Better Than That Other Sale Happening Right Now
AAPL,AAPL_news.csv,neutral,0.7302,Meta Launches Its Own $299 Smart Glasses Ahead of Apple's Debut
AAPL,AAPL_news.csv,negative,0.9546,"Prime Day's Final Hours Bring Rare Low Prices on AirPods, Apple Watches, and More"
AAPL,AAPL_news.csv,neutral,0.8159,iPhone user? This Prime Day Pixel deal will convince you to switch to Android
AAPL,AAPL_news.csv,neutral,0.7946,Amazon and Best Buy Still Offering Pre-Hike Prices on iPads and Macs
AAPL,AAPL_news.csv,neutral,0.9234,21 Prime Day deals Verge readers are buying right now
AAPL,AAPL_news.csv,neutral,0.397,Apple Seemingly Killed Siri AI Waitlist Workaround in macOS 27 Beta 2
AAPL,AAPL_social.csv,neutral,0.9123,Why Samsung & SK Hynix are investing so much in South Korea's AI build-out
AAPL,AAPL_social.csv,negative,0.9696,'Magnificent 7' stocks are having a dreadful year
AAPL,AAPL_social.csv,neutral,0.7723,Google and Tesla Wrap Up a Magnificent Day
AAPL,AAPL_social.csv,positive,0.8909,Amazon Stock Climbs During Strong Day For Magnificent Seven
AAPL,AAPL_social.csv,neutral,0.9156,Why Apple Wants To Use Banned Chinese Memory Chips
AAPL,AAPL_social.csv,positive,0.6047,"Tesla Leads Magnificent Seven Recovery, Analysts Chime In On Deliveries"
AAPL,AAPL_social.csv,positive,0.4732,Apple's China Memory Push Draws Scrutiny
AAPL,AAPL_social.csv,neutral,0.9243,Dan Ives Says the $3 Trillion Tech Wipeout Is a Buying Opportunity. Here’s His Case
AAPL,AAPL_social.csv,negative,0.7033,"Alphabet shares rise on Dow debut, Verizon falls after index exit"
AAPL,AAPL_social.csv,positive,0.7291,A Potential SpaceX Mobile Deal Makes Charter One of Today’s Top S&P 500 Stocks
